Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Operation
4314.43,G01,,,,,,,0.38,0.3,8.709677419,1509,17.58064516,8,1.225806452,18.32258065,25,-33.763,0,0,0,-12,0,,0,0,,0,0,,0,Contouring
4314.73,G04,X1.0000,,,,,,7.08,0.91,0,1502.26087,3.836956522,7.369565217,7.695652174,27.23913043,25,-33.763,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Contouring
4315.64,X-14.4550,,,,,,,93,23.46,101.2884533,1503.247976,23.68768641,26.52194291,3.962505326,19.36727738,-14.455,-33.763,-39.455,0,39.455,-12,0,Climb,43.6,2.7,1.5,118.79,178.185,Cut with Feed,39.455,Contouring
4339.1,G04,X1.0000,,,,,,7.55,0.9,0,1499,3.450549451,6.351648352,8.296703297,28.6043956,-14.455,-33.763,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Contouring
4340,G02,X-16.3540,Y-33.3680,R4.7630,,,,8.22,1.21,101.1639344,1499.081967,19.09016393,18.36065574,6.737704918,17.36065574,-16.354,-33.368,-1.899,0.395,1.953305028,-12,0,Climb,0,0,1.5,0,0,Air-Cut,1.953305028,Contouring
4341.21,G04,X1.0000,,,,,,1.65,0.91,0,1502.369565,5.086956522,13.86956522,1.793478261,28.32608696,-16.354,-33.368,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Contouring
4342.12,X-30.8990,Y-27.0440,,,,,,105.17,9.6,98.70967742,1502.423517,18.65868887,25.29136316,10.94380853,21.0364204,-30.899,-27.044,-14.545,6.324,15.8603279,-12,0,Climb,14.3,9,1.5,65.71,98.565,Cut with Feed,15.8603279,Contouring
4351.72,G04,X1.0000,,,,,,3.5,0.92,0,1499,2,7.903225806,3.76344086,28.97849462,-30.899,-27.044,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Contouring
4352.64,G02,X-32.4580,Y-25.9520,R4.7630,,,,11.27,1.18,91.50420168,1499,2,29.41176471,9.470588235,28.50420168,-32.458,-25.952,-1.559,1.092,1.916302075,-12,0,Climb,0,0,1.5,0,0,Air-Cut,1.916302075,Contouring
4353.82,G04,X1.0000,,,,,,4.01,1.2,0,1499,1.752066116,9.272727273,3.314049587,28.97520661,-32.458,-25.952,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Contouring
4355.02,X-34.7630,Y-28.1350,,,,,,24.91,1.84,101.4486486,1499,2,28.88648649,13.46486486,27.5027027,-34.763,-28.135,-2.305,-2.183,3.174667542,-12,0,Climb,0,0,1.5,0,0,Air-Cut,3.174667542,Contouring
4356.86,G04,X1.0000,,,,,,5.45,0.9,0,1499,2,8.56043956,5.989010989,27.03296703,-34.763,-28.135,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Contouring
4357.76,X-39.7630,Y-22.8570,,,,,,46.2,4.47,94.94196429,1499,2,31.22544643,10.3125,28.9375,-39.763,-22.857,-5,5.278,7.270301507,-12,0,Climb,0,0,1.5,0,0,Air-Cut,7.270301507,Contouring
4362.23,G04,X1.0000,,,,,,2.92,1.16,0,1499,2,8.239316239,2.495726496,28.5982906,-39.763,-22.857,0,0,0,-12,0,,0,0,,0,0,Dwell,0,
4363.39,Z-8.0000,,,,,,,14.67,9.45,24.97885835,1499,2,6.445031712,1.550739958,39.7167019,-39.763,-22.857,0,0,0,-8,4,,0,0,0,0,0,Air-cut in Z while retracting,4,
4372.84,G04,X1.0000,,,,,,4.31,4.19,41.39761905,1499,2,6.314285714,1.026190476,28.98571429,-39.763,-22.857,0,0,0,-8,0,,0,0,,0,0,Dwell,0,
4377.03,X16.9090,Y9.2240,,,,,,12.84,0.29,16662.43333,1499,2,103.0333333,42.8,27.96666667,16.909,9.224,56.672,32.081,65.12224002,-8,0,,50.5,36.1,0,442.46,0,No Cut - Rapid motion,65.12224002,
4377.32,G04,X1.0000,,,,,,8.51,2.2,0,1499,2,6.248868778,3.850678733,26.22171946,16.909,9.224,0,0,0,-8,0,,0,0,,0,0,Dwell,0,
4379.52,Z-7.5000,,,,,,,26.85,8.24,24.96969697,1499.375758,16.16484848,5.558787879,3.254545455,9.418181818,16.909,9.224,0,0,0,-7.5,0.5,,0,0,1.5,0,0,Air-cut in Z while retracting,0.5,
4387.76,G04,X1.0000,,,,,,3.58,1.17,0,1504.169492,7.644067797,7.161016949,3.033898305,22.38983051,16.909,9.224,0,0,0,-7.5,0,,0,0,,0,0,Dwell,0,
4388.93,Y18.3650,,,,,,,92.64,7.16,75.89400279,1501.23152,42.12412831,16.87447699,12.92050209,18.69874477,16.909,18.365,0,9.141,9.141,-7.5,0,Both,9.6,13.7,1.5,78.49,117.735,Cut with Feed,9.141,Slotting
4396.09,G04,X1.0000,,,,,,4.66,1.22,0,1501.601626,6.138211382,1.552845528,3.788617886,27.03252033,16.909,18.365,0,0,0,-7.5,0,,0,0,,0,0,Dwell,0,Slotting
4397.31,Y4.8450,,,,,,,110.42,10.72,75.39794967,1500.127679,15.10438024,5.402609506,10.29077353,25.87045666,16.909,4.845,0,-13.52,13.52,-7.5,0,Both,8.3,9,1.5,27.94,41.91,Cut with Feed,13.52,Slotting
4408.03,G04,X1.0000,,,,,,3.44,0.89,0,1502.111111,2.933333333,11.47777778,3.822222222,19.5,16.909,4.845,0,0,0,-7.5,0,,0,0,,0,0,Dwell,0,Slotting
4408.92,G02,X12.1470,Y0.0820,R4.7630,,,,67.35,6.06,75.87479407,1502.558484,43.33937397,44.01153213,11.09555189,27.43492586,12.147,0.082,-4.762,-4.763,7.480703009,-7.5,0,Both,9.4,9,1.5,34.66,51.99,Cut with Feed,7.480703009,Slotting
4414.98,G04,X1.0000,,,,,,6.45,0.88,0,1502.146067,4.808988764,4.191011236,7.247191011,19.41573034,12.147,0.082,0,0,0,-7.5,0,,0,0,,0,0,Dwell,0,Slotting
4415.86,X0.7620,,,,,,,9.57,9.19,75.9173913,1503,41.29347826,41.37391304,1.040217391,25.04673913,0.762,0.082,-11.385,0,11.385,-7.5,0,Both,10,5.7,1.5,29.55,44.325,Cut with Feed,11.385,Slotting
4425.05,G04,X1.0000,,,,,,6.81,0.88,0,1502.258427,4.93258427,2.95505618,7.651685393,20.60674157,0.762,0.082,0,0,0,-7.5,0,,0,0,,0,0,Dwell,0,Slotting
4425.93,X16.9090,,,,,,,97.06,12.87,75.68478261,1499.916149,6.809006211,28.45341615,7.535714286,20.19720497,16.909,0.082,16.147,0,16.147,-7.5,0,Both,9.5,6.5,1.5,13.72,20.58,Cut with Feed,16.147,Slotting
4438.8,G04,X1.0000,,,,,,1.03,0.87,0,1502.295455,4.636363636,8.625,1.170454545,21.69318182,16.909,0.082,0,0,0,-7.5,0,,0,0,,0,0,Dwell,0,Slotting
4439.67,Y9.2240,,,,,,,79.51,7.53,71.52254642,1499.782493,2.600795756,7.367374005,10.54509284,22.76127321,16.909,9.224,0,9.142,9.142,-7.5,0,Both,0.4,4.6,1.5,1.14,1.71,Cut with Feed,9.142,Slotting
4447.2,G04,X1.0000,,,,,,4.4,0.87,0,1499,2,0,5,23.18181818,16.909,9.224,0,0,0,-7.5,0,,0,0,,0,0,Dwell,0,Slotting
4448.07,Z-5.0000,,,,,,,29.5,6.01,24.75913621,1499,2,0.503322259,4.900332226,40.49501661,16.909,9.224,0,0,0,-5,2.5,,0,0,0,0,0,Air-cut in Z while retracting,2.5,Slotting
4454.08,G04,X1.0000,,,,,,13.62,3.25,0,1499,2,0.358895706,4.17791411,26.4601227,16.909,9.224,0,0,0,-5,0,,0,0,,0,0,Dwell,0,Slotting
4457.33,Z-9.0000,,,,,,,37.41,9.73,25.07905544,1499.595483,15.26796715,3.065708419,3.840862423,9.633470226,16.909,9.224,0,0,1.5,-9,-4,,0,0,1.5,71.25573925,106.8836089,Plunge with feed,1.5,Slotting
4467.06,Y18.3650,,,,,,,76.41,5.25,101.8060837,1503.163498,49.17110266,23.68631179,14.52661597,18.40874525,16.909,18.365,0,9.141,9.141,-9,0,Both,9.6,13.7,1.5,88.17,132.255,Cut with Feed,9.141,Slotting
4472.31,G04,X1.0000,,,,,,8.66,1.22,0,1504.04065,11.30894309,1.260162602,7.040650407,27.2601626,16.909,18.365,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Slotting
4473.53,Y4.8450,,,,,,,81.85,8.07,101.8737624,1500.089109,18.2029703,4.798267327,10.1299505,27.29084158,16.909,4.845,0,-13.52,13.52,-9,0,Both,9.6,9,1.5,41.93,62.895,Cut with Feed,13.52,Slotting
4481.6,G04,X1.0000,,,,,,3.37,0.88,0,1502.258427,4.191011236,11.4494382,3.786516854,19.74157303,16.909,4.845,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Slotting
4482.48,G02,X12.1470,Y0.0820,R4.7630,,,,32.67,4.43,98.95045045,1501.77027,51.58783784,42.14414414,7.358108108,28.19369369,12.147,0.082,-4.762,-4.763,7.480703009,-9,0,Both,9.4,9,1.5,36.15,54.225,Cut with Feed,7.480703009,Slotting
4486.91,G04,X1.0000,,,,,,7.59,1.21,6.540983607,1503.836066,11.98360656,13.78688525,6.221311475,20.80327869,12.147,0.082,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Slotting
4488.12,X0.7620,,,,,,,13.54,6.82,101.8506589,1501.752562,50.86969253,33.88726208,1.982430454,25.93557833,0.762,0.082,-11.385,0,11.385,-9,0,Both,16.1,9.5,1.5,144.89,217.335,Cut with Feed,11.385,Slotting
4494.94,G04,X1.0000,,,,,,6.76,0.91,0,1502.26087,4.945652174,2.989130435,7.347826087,19.36956522,0.762,0.082,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Slotting
4495.85,X16.9090,,,,,,,58.94,9.53,101.8930818,1500.656184,7.072327044,28.7442348,6.178197065,21.00419287,16.909,0.082,16.147,0,16.147,-9,0,Both,9.5,6.5,1.5,13.72,20.58,Cut with Feed,16.147,Slotting
4505.38,G04,X1.0000,,,,,,2.12,1.19,0,1503.916667,10.3,7.8,1.766666667,19.25,16.909,0.082,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Slotting
4506.57,Y9.2240,,,,,,,60.96,5.38,101.8107607,1499,2.888682746,4.500927644,11.30983302,23.72356215,16.909,9.224,0,9.142,9.142,-9,0,Both,0.4,4.6,1.5,1.14,1.71,Cut with Feed,9.142,Slotting
4511.95,G04,X1.0000,,,,,,5.07,0.94,0,1499,2,0.326315789,5.336842105,24.47368421,16.909,9.224,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Slotting
4512.89,Z-6.0000,,,,,,,34.2,7.48,23.96528705,1499,2,0.481975968,4.566088117,39.63284379,16.909,9.224,0,0,0,-6,3,,0,0,0,0,0,Air-cut in Z while retracting,3,Slotting
4520.37,G04,X1.0000,,,,,,11.62,2.97,0,1499,2,0.597315436,3.899328859,41.15771812,16.909,9.224,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Slotting
4523.34,Z-10.5000,,,,,,,41.33,10.99,24.92454545,1499.009091,13.43545455,4.327272727,3.757272727,9.714545455,16.909,9.224,0,0,1.5,-10.5,-4.5,,0,0,1.5,71.25573925,106.8836089,Plunge with feed,1.5,Slotting
4534.33,G04,X1.0000,,,,,,3.13,0.89,0,1502.444444,5.155555556,9.255555556,3.477777778,26.66666667,16.909,9.224,0,0,0,-10.5,0,,0,0,,0,0,Dwell,0,Slotting
4535.22,Y18.3650,,,,,,,74.5,4.52,120.9271523,1501.626932,58.5209713,26.36644592,16.44591611,18.7196468,16.909,18.365,0,9.141,9.141,-10.5,0,Both,9.6,13.7,1.5,88.17,132.255,Cut with Feed,9.141,Slotting
4539.74,G04,X1.0000,,,,,,3.44,0.91,0,1505.630435,7.706521739,2.347826087,3.739130435,28.65217391,16.909,18.365,0,0,0,-10.5,0,,0,0,,0,0,Dwell,0,Slotting
4540.65,Y4.8450,,,,,,,71.98,6.61,123.8111782,1499.015106,20.86706949,7.628398792,10.87311178,28.52416918,16.909,4.845,0,-13.52,13.52,-10.5,0,Both,9.6,9,1.5,41.93,62.895,Cut with Feed,13.52,Slotting
4547.26,G04,X1.0000,,,,,,3.15,0.88,0,1505.516854,6.06741573,10.56179775,3.539325843,19.70786517,16.909,4.845,0,0,0,-10.5,0,,0,0,,0,0,Dwell,0,Slotting
4548.14,G02,X12.1470,Y0.0820,R4.7630,,,,39.21,3.82,118.8015666,1502.05483,58.18798956,45.17232376,10.23759791,27.92167102,12.147,0.082,-4.762,-4.763,7.480703009,-10.5,0,Both,9.4,9,1.5,36.15,54.225,Cut with Feed,7.480703009,Slotting
4551.96,G04,X1.0000,,,,,,6.12,0.87,0,1502.181818,6.386363636,5.090909091,6.954545455,20.03409091,12.147,0.082,0,0,0,-10.5,0,,0,0,,0,0,Dwell,0,Slotting
4552.83,X0.7620,,,,,,,22.25,5.45,124.8553114,1501.857143,59.89010989,43.15750916,4.075091575,27.17582418,0.762,0.082,-11.385,0,11.385,-10.5,0,Both,16.1,9.5,1.5,144.89,217.335,Cut with Feed,11.385,Slotting
4558.28,G04,X1.0000,,,,,,9.66,1.2,0,1506.355372,9.421487603,4.702479339,7.983471074,21.29752066,0.762,0.082,0,0,0,-10.5,0,,0,0,,0,0,Dwell,0,Slotting
4559.48,X16.9090,,,,,,,48.68,7.71,123.8821244,1499.401554,8.781088083,30.55310881,6.305699482,20.81606218,16.909,0.082,16.147,0,16.147,-10.5,0,Both,9.5,6.5,1.5,13.72,20.58,Cut with Feed,16.147,Slotting
4567.19,G04,X1.0000,,,,,,1.02,0.89,0,1502.222222,4.966666667,8.288888889,1.133333333,18.35555556,16.909,0.082,0,0,0,-10.5,0,,0,0,,0,0,Dwell,0,Slotting
4568.08,Y9.2240,,,,,,,47.32,4.55,126.7214912,1499,3.203947368,6.473684211,10.37719298,23.53070175,16.909,9.224,0,9.142,9.142,-10.5,0,Both,0.4,4.6,1.5,1.14,1.71,Cut with Feed,9.142,Slotting
4572.63,G04,X1.0000,,,,,,5.01,0.93,0,1499,2,4.989361702,5.329787234,23.82978723,16.909,9.224,0,0,0,-10.5,0,,0,0,,0,0,Dwell,0,Slotting
4573.56,Z-7.0000,,,,,,,35.82,8.49,24.97058824,1499,2,2.890588235,4.214117647,39.52705882,16.909,9.224,0,0,0,-7,3.5,,0,0,0,0,0,Air-cut in Z while retracting,3.5,Slotting
4582.05,G04,X1.0000,,,,,,11.82,3.02,0,1499,2,1.603960396,3.900990099,26.71947195,16.909,9.224,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Slotting
4585.07,Z-12.0000,,,,,,,42.49,12.06,24.8053024,1499.256835,12.45153273,3.838442419,3.52029826,10.44076222,16.909,9.224,0,0,1.5,-12,-5,,0,0,1.5,71.25573925,106.8836089,Plunge with feed,1.5,Slotting
4597.13,G04,X1.0000,,,,,,4.35,1.2,0,1503.958678,8.842975207,8.396694215,3.595041322,25.67768595,16.909,9.224,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Slotting
4598.33,Y18.3650,,,,,,,62.9,5.44,101.812844,1502.33945,51.93394495,22.15045872,11.5412844,20.31192661,16.909,18.365,0,9.141,9.141,-12,0,Both,9.6,13.7,1.5,88.17,132.255,Cut with Feed,9.141,Slotting
4603.77,G04,X1.0000,,,,,,4.5,0.88,0,1502.258427,4.617977528,1.651685393,5.056179775,29.31460674,16.909,18.365,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Slotting
4604.65,Y4.8450,,,,,,,82.17,8.09,100.7641975,1499.37037,16.92469136,5.128395062,10.14444444,27.32098765,16.909,4.845,0,-13.52,13.52,-12,0,Both,9.6,9,1.5,41.93,62.895,Cut with Feed,13.52,Slotting
4612.74,G04,X1.0000,,,,,,4.13,1.16,0,1501.393162,7.094017094,12.79487179,3.52991453,19.5982906,16.909,4.845,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Slotting
4613.9,G02,X12.1470,Y0.0820,R4.7630,,,,41.11,4.44,101.7707865,1502.325843,49.5752809,41.21573034,9.238202247,27.33033708,12.147,0.082,-4.762,-4.763,7.480703009,-12,0,Both,9.4,9,1.5,36.15,54.225,Cut with Feed,7.480703009,Slotting
4618.34,G04,X1.0000,,,,,,6.28,0.89,0,1502.222222,5.1,4.077777778,6.977777778,20.35555556,12.147,0.082,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Slotting
4619.23,X0.7620,,,,,,,18.38,6.93,97.29682997,1502.904899,48.78530259,41.49423631,2.648414986,26.03025937,0.762,0.082,-11.385,0,11.385,-12,0,Both,16.1,9.5,1.5,144.89,217.335,Cut with Feed,11.385,Slotting
4626.16,G04,X1.0000,,,,,,7.36,0.91,0,1502.26087,5.27173913,3.934782609,8,20.65217391,0.762,0.082,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Slotting
4627.07,X16.9090,,,,,,,64.02,9.56,99.89341693,1499.626959,6.589341693,26.54858934,6.689655172,20.1368861,16.909,0.082,16.147,0,16.147,-12,0,Both,9.5,6.5,1.5,13.72,20.58,Cut with Feed,16.147,Slotting
4636.63,G04,X1.0000,,,,,,0.67,1.17,0,1503.915254,8.415254237,9.898305085,0.56779661,18.99152542,16.909,0.082,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Slotting
4637.8,Y9.2240,,,,,,,58.29,5.51,101.8152174,1500.105072,2.942028986,6.117753623,10.55978261,24.28442029,16.909,9.224,0,9.142,9.142,-12,0,Both,0.4,4.6,1.5,1.14,1.71,Cut with Feed,9.142,Slotting
4643.31,G04,X1.0000,,,,,,5.15,0.9,0,1499,2,1,5.659340659,25.48351648,16.909,9.224,0,0,0,-12,0,,0,0,,0,0,Dwell,0,
4644.21,Z-8.0000,,,,,,,44.21,9.76,24.63050154,1499,2,0.810644831,4.525076766,39.46366428,16.909,9.224,0,0,0,-8,4,,0,0,0,0,0,Air-cut in Z while retracting,4,
4653.97,G04,X1.0000,,,,,,14.68,3.92,20.03307888,1499,2,0.58524173,3.735368957,28.59287532,16.909,9.224,0,0,0,-8,0,,0,0,,0,0,Dwell,0,
4657.89,X-6.7970,Y16.7970,,,,,,14.77,0.3,7619.032258,1499,2,165.0645161,47.64516129,28,-6.797,16.797,-23.706,7.573,24.88623646,-8,0,,23.6,13.5,0,98.12,0,No Cut - Rapid motion,24.88623646,
4658.19,G04,X1.0000,,,,,,10.57,2.09,0,1499,2,4.004761905,5.033333333,27.79047619,-6.797,16.797,0,0,0,-8,0,,0,0,,0,0,Dwell,0,
4660.28,Z-7.5000,,,,,,,36.53,8.31,24.96995192,1500.129808,14.95673077,4.319711538,4.390625,9.540865385,-6.797,16.797,0,0,0,-7.5,0.5,,0,0,1.5,0,0,Air-cut in Z while retracting,0.5,
4668.59,G04,X1.0000,,,,,,5.03,1.16,0,1501.393162,6.504273504,5.974358974,4.299145299,22.39316239,-6.797,16.797,0,0,0,-7.5,0,,0,0,,0,0,Dwell,0,
4669.75,G03,X-5.2630,Y20.5000,R5.2380,,,,47.11,3.31,75.77108434,1503.608434,40.38554217,37.61144578,14.18975904,17.05421687,-5.263,20.5,1.534,3.703,4.113017924,-7.5,0,Both,9.4,0.6,1.5,0.63,0.945,Cut with Feed,4.113017924,Pocketing
4673.06,G04,X1.0000,,,,,,3.4,0.88,0,1502.146067,4.674157303,1.325842697,3.820224719,25.94382022,-5.263,20.5,0,0,0,-7.5,0,,0,0,,0,0,Dwell,0,Pocketing
4673.94,Y20.7380,,,,,,,4.88,0.3,0,1499.322581,12.12903226,2,15.74193548,24.96774194,-5.263,20.738,0,0.238,0.238,-7.5,0,Both,9.5,4.9,1.5,3.12,4.68,Cut with Feed,0.238,Pocketing
4674.24,G04,X1.0000,,,,,,7.9,1.24,0,1501.56,6.744,1.408,6.32,24.952,-5.263,20.738,0,0,0,-7.5,0,,0,0,,0,0,Dwell,0,Pocketing
4675.48,X-20.7380,,,,,,,73.39,12.23,75.7246732,1504.253268,38.64869281,38.76552288,5.995915033,26.9379085,-20.738,20.738,-15.475,0,15.475,-7.5,0,Both,20.2,9.5,1.5,152.69,229.035,Cut with Feed,15.475,Pocketing
4687.71,G04,X1.0000,,,,,,0.44,0.91,0,1502.369565,2.826086957,4.891304348,0.47826087,21.08695652,-20.738,20.738,0,0,0,-7.5,0,,0,0,,0,0,Dwell,0,Pocketing
4688.62,Y15.2630,,,,,,,50.3,4.53,73.58590308,1502.39207,36.88546256,20.5154185,11.07929515,26.70044053,-20.738,15.263,0,-5.475,5.475,-7.5,0,Both,9.5,9.4,1.5,47,70.5,Cut with Feed,5.475,Pocketing
4693.15,G04,X1.0000,,,,,,2.25,0.9,0,1502.406593,3.208791209,0.461538462,2.472527473,18.94505495,-20.738,15.263,0,0,0,-7.5,0,,0,0,,0,0,Dwell,0,Pocketing
4694.05,X-10.5000,,,,,,,35.33,8.24,75.90787879,1502.236364,20.89090909,31.71636364,4.282424242,22.10181818,-10.5,15.263,10.238,0,10.238,-7.5,0,Both,12.2,5.4,1.5,37.67,56.505,Cut with Feed,10.238,Pocketing
4702.29,G04,X1.0000,,,,,,1.26,0.89,0,1499,2.411111111,4.811111111,1.4,19.01111111,-10.5,15.263,0,0,0,-7.5,0,,0,0,,0,0,Dwell,0,Pocketing
4703.18,G03,X-6.7970,Y16.7970,R5.2380,,,,32.14,3.33,75.77245509,1500.796407,5.919161677,25.38622754,9.622754491,20.72155689,-6.797,16.797,3.703,1.534,4.113017924,-7.5,0,Both,0,0,1.5,0,0,Air-Cut,4.113017924,Pocketing
4706.51,G04,X1.0000,,,,,,5.46,0.9,0,1499,2,7,6,21.17582418,-6.797,16.797,0,0,0,-7.5,0,,0,0,,0,0,Dwell,0,Pocketing
4707.41,Z-5.5000,,,,,,,27.15,5.06,23.47140039,1499,2,5.116370809,5.355029586,40.27810651,-6.797,16.797,0,0,0,-5.5,2,,0,0,0,0,0,Air-cut in Z while retracting,2,Pocketing
4712.47,G04,X1.0000,,,,,,14.72,2.99,0,1499,2,4.893333333,4.906666667,26.37333333,-6.797,16.797,0,0,0,-5.5,0,,0,0,,0,0,Dwell,0,Pocketing
4715.46,Z-9.0000,,,,,,,41.95,8.5,24.9706228,1499.376028,15.76498237,6.589894242,4.929494712,9.007050529,-6.797,16.797,0,0,1.5,-9,-3.5,,0,0,1.5,71.25573925,106.8836089,Plunge with feed,1.5,Pocketing
4723.96,G04,X1.0000,,,,,,3.99,0.91,0,1502.369565,6.02173913,9.673913043,4.336956522,23.65217391,-6.797,16.797,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Pocketing
4724.87,G03,X-5.2630,Y20.5000,R5.2380,,,,40.94,2.38,99.69037657,1502.807531,47.61506276,33.68619247,17.12970711,17.92887029,-5.263,20.5,1.534,3.703,4.113017924,-9,0,Both,9.4,6.6,1.5,7.71,11.565,Cut with Feed,4.113017924,Pocketing
4727.25,G04,X1.0000,,,,,,11.95,2.38,0,1501.552301,6.953974895,2.815899582,5,26.9832636,-5.263,20.5,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Pocketing
4729.63,X-20.7380,,,,,,,50.85,8.08,113.8590853,1504.414091,51.17058096,43.37700865,6.285537701,28.17428925,-20.738,20.5,-15.475,0,15.475,-9,0,Both,20.2,9.6,1.5,153.52,230.28,Cut with Feed,15.475,Pocketing
4737.71,G04,X1.0000,,,,,,0.63,0.89,0,1502.444444,7.822222222,5.333333333,0.7,23.43333333,-20.738,20.5,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Pocketing
4738.6,Y15.2630,,,,,,,20.88,2.99,102.22,1499.966667,45.76,23.27333333,6.96,28.97333333,-20.738,15.263,0,-5.237,5.237,-9,0,Both,9.5,9.2,1.5,44.43,66.645,Cut with Feed,5.237,Pocketing
4741.59,G04,X1.0000,,,,,,2.77,1.2,0,1503.876033,11.1322314,0.94214876,2.289256198,21.02479339,-20.738,15.263,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Pocketing
4742.79,X-10.5000,,,,,,,30.69,5.39,113.7888889,1501.259259,26.91296296,28.78333333,5.683333333,21.92777778,-10.5,15.263,10.238,0,10.238,-9,0,Both,13.4,5.1,1.5,38.47,57.705,Cut with Feed,10.238,Pocketing
4748.18,G04,X1.0000,,,,,,1.53,0.91,0,1502.26087,3.673913043,5.619565217,1.663043478,18.34782609,-10.5,15.263,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Pocketing
4749.09,G03,X-6.7970,Y16.7970,R5.2380,,,,23.25,2.37,100.1092437,1499,6.731092437,27.24789916,9.768907563,20.8697479,-6.797,16.797,3.703,1.534,4.113017924,-9,0,Both,5.9,2.4,1.5,2.38,3.57,Cut with Feed,4.113017924,Pocketing
4751.46,G04,X1.0000,,,,,,4.81,0.89,0,1499,2,7,5.344444444,19.55555556,-6.797,16.797,0,0,0,-9,0,,0,0,,0,0,Dwell,0,Pocketing
4752.35,Z-7.0000,,,,,,,24.7,4.93,24.0708502,1499,2,5.759109312,5,39.37044534,-6.797,16.797,0,0,0,-7,2,,0,0,0,0,0,Air-cut in Z while retracting,2,Pocketing
4757.28,G04,X1.0000,,,,,,15.48,3.26,0,1499,2,4.810397554,4.733944954,29.50764526,-6.797,16.797,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Pocketing
4760.54,Z-10.5000,,,,,,,40.6,8.34,24.97005988,1499.371257,16.4,7.277844311,4.862275449,9.555688623,-6.797,16.797,0,0,1.5,-10.5,-3.5,,0,0,1.5,71.25573925,106.8836089,Plunge with feed,1.5,Pocketing
4768.88,G04,X1.0000,,,,,,6.18,1.17,0,1504,6,7.313559322,5.237288136,22.13559322,-6.797,16.797,0,0,0,-10.5,0,,0,0,,0,0,Dwell,0,Pocketing
4770.05,G03,X-5.2630,Y20.5000,R5.2380,,,,11.27,1.52,151.0065359,1496.973856,63.73856209,45.64705882,7.366013072,14.97385621,-5.263,20.5,1.534,3.703,4.113017924,-10.5,0,Both,9.4,6.6,1.5,7.71,11.565,Cut with Feed,4.113017924,Pocketing
4771.57,G04,X1.0000,,,,,,9.74,2.4,0,1502.692946,11.46473029,2.452282158,4.041493776,26.73443983,-5.263,20.5,0,0,0,-10.5,0,,0,0,,0,0,Dwell,0,Pocketing
4773.97,X-20.7380,,,,,,,58.37,6.14,151.7528455,1503.569106,59.86178862,41.41138211,9.491056911,29.24878049,-20.738,20.5,-15.475,0,15.475,-10.5,0,Both,20.2,9.6,1.5,153.52,230.28,Cut with Feed,15.475,Pocketing
4780.11,G04,X1.0000,,,,,,1.06,0.9,0,1502.296703,6.505494505,5.10989011,1.164835165,23.63736264,-20.738,20.5,0,0,0,-10.5,0,,0,0,,0,0,Dwell,0,Pocketing
4781.01,Y15.2630,,,,,,,23.7,2.36,135.7932489,1502.797468,54.43881857,30.10970464,10,31.0464135,-20.738,15.263,0,-5.237,5.237,-10.5,0,Both,9.5,9.2,1.5,44.43,66.645,Cut with Feed,5.237,Pocketing
4783.37,G04,X1.0000,,,,,,0.96,0.88,0,1505.629213,6.078651685,0.662921348,1.078651685,20.03370787,-20.738,15.263,0,0,0,-10.5,0,,0,0,,0,0,Dwell,0,Pocketing
4784.25,X-10.5000,,,,,,,27.36,4.18,141.2052506,1501.147971,29.97852029,25.96420048,6.529832936,23.69212411,-10.5,15.263,10.238,0,10.238,-10.5,0,Both,13.4,5.1,1.5,38.47,57.705,Cut with Feed,10.238,Pocketing
